123I IODE IOBENGUANE 74 MBQ/ML  INJ,123I IODE IOBENGUANE ,74 MBQ/ML ,, 
URODREN GRANULES,URODREN ,,,
UROFOLLITROPINE  300UI/ML  INJ,UROFOLLITROPINE ,150UI/ML ,,
UROFOLLITROPINE 150UI/ML SOL INJ,UROFOLLITROPINE ,225UI/ML ,, 
UROFOLLITROPINE 225UI/ML  INJ,UROFOLLITROPINE ,300UI/ML ,,  
UROFOLLITROPINE 75UI/ML SOL INJ,UROFOLLITROPINE ,75UI/ML ,,
UROGRAFINE S 50% SOL INJ NSFP,UROGRAFINE S ,50% ,,
UROKINASE CHOAY 100000 UI INJ NSFP,UROKINASE CHOAY ,100000 UI ,,
UROKINASE CHOAY 300000 UI INJ NSFP,UROKINASE CHOAY ,300000 UI ,,
UROKINASE LEPETIT 100000UI/2ML NSFP,UROKINASE LEPETIT ,100000UI/2ML ,,
UROKINASE LEPETIT 250000UI/2ML NSFP,UROKINASE LEPETIT ,250000UI/2ML ,,
UROMIL CPR NSFP,UROMIL ,,,
UROMIL GRANULES EFF NSFP,UROMIL ,,,
UROMITEXAN 100MG/1ML SOL INJ NC,UROMITEXAN ,100MG/1ML ,,
UROMITEXAN 1G/10ML SOL INJ IV,UROMITEXAN ,200MG/2ML ,,
UROMITEXAN 200MG/2ML SOL INJ NC,UROMITEXAN ,400MG ,,
UROMITEXAN 400MG CPR,UROMITEXAN ,600MG ,,
UROMITEXAN 400MG/4ML SOL INJ IV,UROMITEXAN IV ,1G/10ML ,,
UROMITEXAN 5G/50ML SOL INJ IV,UROMITEXAN IV ,400MG/4ML ,,
UROMITEXAN 600MG CPR,UROMITEXAN IV ,5G/50ML ,,
URONEFREX 125MG GELULE NSFP,URONEFREX ,125MG ,,
URONEFREX 250MG GELULE NSFP,URONEFREX ,250MG ,,
UROPHYTUM GELULE NSFP,UROPHYTUM ,,,
UROREC 4MG GELULE,UROREC ,4MG ,,
UROREC 4MG GELULE (ADP) (IR),UROREC ,8MG ,,
UROREC 8MG GELULE,UROREC (ADP) (IR) ,4MG ,,
UROREC 8MG GELULE (ADP) (IR),UROREC (ADP) (IR) ,8MG ,,
UROSIPHON 200MG GELULE NSFP,UROSIPHON ,20 ,,
UROSIPHON 2G/10ML BUV FL 200ML NSFP,UROSIPHON ,200MG ,,
UROSIPHON 2G/10ML SOL BUV AMP 10ML,UROSIPHON ,2G/10ML 10ML ,,
UROSIPHON TIS SACH 20 NSFP,UROSIPHON ,2G/10ML 200ML ,,
UROTISAN TIS BT 75G NSFP,UROTISAN ,75G ,,
UROTISAN TIS SACH DOS 20 NSFP,UROTISAN DOS ,20 ,,
UROTRATE 750MG CPR NSFP,UROTRATE ,750MG ,,
UROTROPINE LAFRAN 500MG CPR NSFP,UROTROPINE LAFRAN ,500MG ,,
UROVISON SOL INJ AMP 25ML NSFP,UROVISON ,25ML ,,
UROVISON SOL INJ FL 50ML NSFP,UROVISON ,50ML ,,
URSODESOXYCHOLIQUE 50MG/ML SUSP BUV,URSODESOXYCHOLIQUE ,50MG/ML ,,
URSOFALK 50MG/ML SUSP BUV,URSOFALK ,50MG/ML ,,
URSOLVAN 200MG GELULE,URSOLVAN ,200MG ,,
USTEKINUMAB 45MG/0.5ML SOL INJ,USTEKINUMAB ,45MG/0.5ML ,,
USTEKINUMAB 90MG/ML SOL INJ,USTEKINUMAB ,90MG/ML ,,
UTEPLEX 2MG/2ML SOL BUV AMP,UTEPLEX ,2MG/2ML ,,
UTEPLEX 4MG/1ML SOL INJ AMP NSFP,UTEPLEX ,4MG/1ML ,,
UTROGESTAN 100MG CAPSULE,UTROGESTAN ,100MG ,,
UTROGESTAN 200MG CAPSULE,UTROGESTAN ,200MG ,,
UVACNYL 10% GEL NSFP,UVACNYL ,10% ,,
UVACNYL 5% GEL NSFP,UVACNYL ,5% ,,
UVADEX 20 MICROGRAMMES/ML SOL,UVADEX ,20 MICROGRAMMES/ML ,,
UVEDOSE 2.5MG/2ML SOL BUV,UVEDOSE ,2.5MG/2ML ,,
UVELINE 0.5% COLLYRE FL 10ML NSFP,UVELINE ,0.5% 10ML ,,
UVESTEROL D 1500UI/1ML SOL BUV NSFP,UVESTEROL D ,1500UI/1ML ,,
UVESTEROL D 5000UI/1ML SOL BUV,UVESTEROL D ,5000UI/1ML ,,
UVESTEROL VIT A D E C BUV 250ML NSFP,UVESTEROL VIT A D E C ,,,
UVESTEROL VIT A D E C SOL BUV,UVESTEROL VIT A D E C ,,,
UVESTEROL VIT A D E C SOL BUV NSFP,UVESTEROL VIT A D E C ,250ML ,,
UVICOL COLLYRE FL 0.4ML UNIDOSE NSFP,UVICOL ,0.4ML ,,
UVICOL COLLYRE FL 10ML NSFP,UVICOL ,10ML ,,
UVIMAG B6 SOL BUV,UVIMAG B6 ,,,
VA 2914 10MG CPR NSFP,VA ,2914 10MG ,,
VACCIN AMARIL PASTEUR PDR/SOL NSFP,VACCIN AMARIL ,PDR/SOL ,,PASTEUR 
VACCIN ANTIRUBEOLEUX PDR ET SOL NSFP,VACCIN ANTIRUBEOLEUX ,,,
VACCIN ANTIVARIOLIQUE SUSP INJ NSFP,VACCIN ANTIVARIOLIQUE ,,,
VACCIN BCG PASTEUR PDR+SOL INJ  NSFP,VACCIN BCG ,,,PASTEUR 
VACCIN BCG PASTEUR PDR+SOL INJ NSFP,VACCIN BCG ,,,PASTEUR  
VACCIN BCG PASTEUR PR SCARI SOL NSFP,VACCIN BCG SCARI ,,,PASTEUR 
VACCIN BCG SSI PDR ET SOL INJ + NEC,VACCIN BCG SSI ,,,
VACCIN BCG SSI PDR ET SOL INJ NSFP,VACCIN BCG SSI + NEC ,,,
VACCIN BRUCELLIQUE MERIEUX SUSP NSFP,VACCIN BRUCELLIQUE MERIEUX ,,,
VACCIN CCB PASTEUR SUSP INJ NSFP,VACCIN CCB ,,,PASTEUR 
VACCIN CHOLERIQUE PASTEUR SUSP NSFP,VACCIN CHOLERIQUE ,,,PASTEUR 
VACCIN DT BIS MERIEUX SUSP INJ NSFP,VACCIN DT ,,,PASTEUR 
VACCIN DT COQ MERIEUX SUSP INJ NSFP,VACCIN DT BIS MERIEUX ,,,
VACCIN DT PASTEUR SUSP INJ NSFP,VACCIN DT COQ MERIEUX ,,,
VACCIN DT POLIO MERIEUX SUSP NSFP,VACCIN DT POLIO MERIEUX ,,,
VACCIN DT TAB PASTEUR SUSP INJ NSFP,VACCIN DT TAB ,,,PASTEUR 
VACCIN DTCP 16M-13ANS RAPPEL SER INJ,VACCIN DTCP ,,,PASTEUR 
VACCIN DTCP >3 ANS RAPPEL SER INJ,VACCIN DTCP >3 ANS RAPPEL ,,,
VACCIN DTCP >4 ANS RAPPEL SER INJ,VACCIN DTCP >4 ANS RAPPEL ,,,
VACCIN DTCP PASTEUR SUSP INJ NSFP,VACCIN DTCP PRIMO ET RAPPEL ,,,
VACCIN DTCP PRIMO ET RAPPEL INJ,VACCIN DTCP RAPPEL ,16M-13ANS ,,
VACCIN DTP PASTEUR SUSP INJ NSFP,VACCIN DTP ,,,PASTEUR 
VACCIN ENCEPHAL JAPON SOL INJ,VACCIN ENCEPHAL JAPON ,,,
VACCIN ENCEPHALITE 1.5MCG/0.5ML  INJ,VACCIN ENCEPHALITE ,1.5MCG/0.5ML ,, 
VACCIN FIEVRE JAUNE PDR INJ,VACCIN FIEVRE JAUNE ,,,
VACCIN FIEVRE TYPH 0.025MG/0.5ML INJ,VACCIN FIEVRE TYPH ,0.025MG/0.5ML ,,
VACCIN FIEVRE TYPHOIDE+HEPATITEA INJ,VACCIN FIEVRE TYPHOIDE+HEPATITEA ,,,
VACCIN GENHEVAC B PASTEUR SUSP INJ,VACCIN GENHEVAC B ,,,PASTEUR 
VACCIN GRIPPAL RONCHESE SUSP NSFP,VACCIN GRIPPAL RONCHESE ,,,
VACCIN GRIPPE H1N1 SUSP INJ FL,VACCIN GRIPPE ,,,
VACCIN GRIPPE H1N1 SUSP INJ SERINGUE,VACCIN GRIPPE ,,,
VACCIN GRIPPE SUSP INJ,VACCIN GRIPPE (GRIPGUARD) ,,,
VACCIN GRIPPE SUSP INJ (GRIPGUARD),VACCIN GRIPPE (OPTAFLU) ,,,
VACCIN GRIPPE SUSP INJ (OPTAFLU),VACCIN GRIPPE H1N1 ,,,
VACCIN GRIPPE SUSP PULV NASALE,VACCIN GRIPPE H1N1 SERINGUE ,,,
VACCIN HEPATITE A 1440 U/ML AD INJ,VACCIN HEPATITE A AD ,1440 U/ML ,,
VACCIN HEPATITE A 720U/0.5ML NR  INJ,VACCIN HEPATITE A NR ,720U/0.5ML ,, 
VACCIN HEPATITE A 80 U/ 0.5 SUSP INJ,VACCIN HEPATITE A U/ ,80 0.5 ,,
VACCIN HEPATITE A 80 U/0.5 ML INJ,VACCIN HEPATITE A U/0.5 ,80 ML ,,
VACCIN HEPATITE A+B SUSP INJ,VACCIN HEPATITE A+B ,,,
VACCIN HEPATITE B 10MCG/ML SUSP INJ,VACCIN HEPATITE B ,10MCG/ML ,,
VACCIN HEPATITE B 20MCG/ML SUSP INJ,VACCIN HEPATITE B ,20MCG/ML ,,
VACCIN HEVAC B PASTEUR SUSP INJ NSFP,VACCIN HEVAC B ,,,PASTEUR 
VACCIN JEVAX PDR ET SO INJ NSFP,VACCIN JEVAX SO ,,,
VACCIN LEPTOSPIRES TRANSPH SUSP NSFP,VACCIN LEPTOSPIRES TRANSPH ,,,
VACCIN MENINGOCOCCIQUE A+C PDR INJ,VACCIN MENINGOCOCCIQUE A+C ,,,
VACCIN MENINGOCOQUE A/C/W135Y PDR,VACCIN MENINGOCOQUE ,A/C/W135Y ,,
VACCIN MENINGOCOQUE A/C/W135Y SUSP,VACCIN MENINGOCOQUE ,A/C/W135Y ,,
VACCIN MENINGOCOQUE C MONOVALENT INJ,VACCIN MENINGOCOQUE C MONOVALENT ,,,
VACCIN PAPILLOMAVIRUS HUMAIN 16 .18,VACCIN PAPILLOMAVIRUS ,,,
VACCIN PAPILLOMAVIRUS SUSP INJ,VACCIN PAPILLOMAVIRUS HUMAIN .18 ,16 ,,
VACCIN PNEUMOCOQUE SUSP INJ,VACCIN PNEUMOCOQUE ,,,
VACCIN PNEUMOVAX POLYVALENT SOL NSFP,VACCIN PNEUMOVAX POLYVALENT ,,,
VACCIN POLIO MERIEUX SUSP INJ NSFP,VACCIN POLIO ,,,PASTEUR 
VACCIN POLIO MERIEUX SUSP NSFP,VACCIN POLIO MERIEUX ,,,
VACCIN POLIO PASTEUR SUSP INJ NSFP,VACCIN POLIO MERIEUX ,,,
VACCIN POLIOMYELIT MERIEUX SUSP NSFP,VACCIN POLIOMYELIT MERIEUX ,,,
VACCIN POLIOVAC PASTEUR SUSP NSFP,VACCIN POLIOVAC ,,,PASTEUR 
VACCIN R.O.R  PDR & SOLV INJ SER,VACCIN R.O.R & SOLV ,,, 
VACCIN RABIQUE INACTIVE INJ NSFP,VACCIN RABIQUE ,,,PASTEUR 
VACCIN RABIQUE MERIEUX SOL INJ NSFP,VACCIN RABIQUE + ,,,PASTEUR 
VACCIN RABIQUE PASTEUR PDR + SOL INJ,VACCIN RABIQUE INACTIVE ,,,
VACCIN RABIQUE PASTEUR PDR SOL NSFP,VACCIN RABIQUE MERIEUX ,,,
VACCIN ROTAVIRUS HUM-BOVIN SOL BUV,VACCIN ROTAVIRUS HUM-BOVIN ,,,
VACCIN ROTAVIRUS HUMAIN SUS BUV APPL,VACCIN ROTAVIRUS HUMAIN SUS APPL ,,,
VACCIN SABIN POLIOVAC MERIEUX NSFP,VACCIN SABIN POLIOVAC MERIEUX ,,,
VACCIN T POLIO MERIEUX SOL INJ NSFP,VACCIN T POLIO MERIEUX ,,,
VACCIN TAB PASTEUR SUSP INJ NSFP,VACCIN TAB ,,,PASTEUR 
VACCIN TET MERIEUX SUSP INJ NSFP,VACCIN TET MERIEUX ,,,
VACCIN TETANIQUE PASTEUR SUSP INJ,VACCIN TETANIQUE ,,,PASTEUR 
VACCIN TETAVAX MERIEUX SUSP INJ NSFP,VACCIN TETAVAX MERIEUX ,,,
VACCIN TP PASTEUR SUSP INJ NSFP,VACCIN TP ,,,PASTEUR 
VACCIN TUBERCULEUX PDR+SOL INJ NSFP,VACCIN TUBERCULEUX ,,,
VACCIN VARICEL OKA/MERCK>1350UFP INJ,VACCIN VARICEL ,OKA/MERCK>1350UFP ,,
VACCIN VARICELLE (OKA=10*3.7UFP) INJ,VACCIN VARICELLE (OKA=10*3.7UFP) ,,,
VACCIN VARICELLE MERIEUX INJ NSFP,VACCIN VARICELLE MERIEUX ,,,
VADILEX 20MG CPR,VADILEX ,20MG ,,
VADILEX 5MG/2ML SOL INJ NSFP,VADILEX ,5MG/2ML ,,
VAGANTYL CPR NSFP,VAGANTYL ,,,
VAGANTYL SUPPO NSFP,VAGANTYL ,,,
VAGOSERINE CPR NSFP,VAGOSERINE ,,,
VAGRAN 50MG GELULE NSFP,VAGRAN ,50MG ,,
VALACICLOVIR 500MG COMPRIME,VALACICLOVIR ,500MG ,,
VALACICLOVIR ALM 500MG CPR,VALACICLOVIR ,500MG ,,ALM 
VALACICLOVIR ALT 500MG CPR,VALACICLOVIR ,500MG ,,ALT 
VALACICLOVIR ARG 500MG CPR,VALACICLOVIR ,500MG ,,ARG 
VALACICLOVIR BCR 500MG CPR NSFP,VALACICLOVIR ,500MG ,,BCR 
VALACICLOVIR BGA 500MG CPR,VALACICLOVIR ,500MG ,,BGA 
VALACICLOVIR BLF 500MG CPR,VALACICLOVIR ,500MG ,,BLF 
VALACICLOVIR CRT 500MG CPR,VALACICLOVIR ,500MG ,,CRT 
VALACICLOVIR EG 500MG CPR,VALACICLOVIR ,500MG ,,EG 
VALACICLOVIR EG LABO  500MG CPR NSFP,VALACICLOVIR ,500MG ,,EVO 
VALACICLOVIR EVO 500MG CPR,VALACICLOVIR ,500MG ,,ISD 
VALACICLOVIR ISD 500MG CPR NSFP,VALACICLOVIR ,500MG ,,MYL 
VALACICLOVIR MYL 500MG CPR,VALACICLOVIR ,500MG ,,MYP 
VALACICLOVIR MYP 500MG CPR NSFP,VALACICLOVIR ,500MG ,,PFZ 
VALACICLOVIR PFZ 500MG CPR NSFP,VALACICLOVIR ,500MG ,,PHR 
VALACICLOVIR PHR 500MG CPR,VALACICLOVIR ,500MG ,,QUA 
VALACICLOVIR PKI 500MG CPR,VALACICLOVIR ,500MG ,,RBX 
VALACICLOVIR QUA 500MG CPR NSFP,VALACICLOVIR ,500MG ,,RTP 
VALACICLOVIR RBX 500MG CPR,VALACICLOVIR ,500MG ,,SDZ 
VALACICLOVIR RTP 500MG CPR,VALACICLOVIR ,500MG ,,TVC 
VALACICLOVIR SDZ 500MG CPR,VALACICLOVIR ,500MG ,,ZEN 
VALACICLOVIR TVC 500MG CPR,VALACICLOVIR ,500MG ,,ZYD 
VALACICLOVIR TVP 500MG CPR NSFP,VALACICLOVIR LABO ,500MG ,,EG  
VALACICLOVIR ZEN 500MG CPR,VALACICLOVIR PKI ,500MG ,,
VALACICLOVIR ZYD 500MG CPR,VALACICLOVIR TVP ,500MG ,,
VALCHLOR GEL TUBE 60G,VALCHLOR ,60G ,,
VALCOTE 125MG  CPR NSFP,VALCOTE ,125MG ,, 
VALCOTE 250MG  CPR NSFP,VALCOTE ,250MG ,, 
VALCOTE 500MG  CPR NSFP,VALCOTE ,500MG ,, 
VALCYTE 450MG CPR NSFP,VALCYTE ,450MG ,,
VALDA CITRON PATE NSFP,VALDA CITRON ,,,
VALDA MAL DE GORGE CPR NSFP,VALDA MAL DE GORGE ,,,
VALDA PIN PATE NSFP,VALDA PIN ,,,
VALDA RHINITE CPR NSFP,VALDA RHINITE ,,,
VALDA RHUME CPR NSFP,VALDA RHUME ,,,
VALDA SEPTOL PATE NSFP,VALDA SEPTOL ,,,
VALDA TX SECHE SS SUCRE SOL BUV NSFP,VALDA TX SECHE SS SUCRE ,,,
VALDOXAN 25MG CPR,VALDOXAN ,25MG ,,
VALERBE GELULE NSFP,VALERBE ,,,
VALERIANE PACHAUT BUV 100ML NSFP,VALERIANE PACHAUT ,100ML ,,
VALERIANE/MELISSE/PASSIFLORE CPR,VALERIANE/MELISSE/PASSIFLORE ,,,
VALGANCICLOVIR 450MG COMPRIME,VALGANCICLOVIR ,450MG ,,
VALGANCICLOVIR 50MG/ML SOL BUV FL,VALGANCICLOVIR ,50MG/ML ,,
VALINE L AP-HP 50MG GELULE,VALINE L ,50MG ,,AP-HP 
VALINOR SOL INJ FL 1L NSFP,VALINOR ,1L ,,
VALINOR SOL INJ FL 250ML NSFP,VALINOR ,250ML ,,
VALINOR SOL INJ FL 500ML NSFP,VALINOR ,500ML ,,
VALIUM ROCHE 10MG CPR,VALIUM ROCHE ,10MG ,,
VALIUM ROCHE 10MG SUPPO NSFP,VALIUM ROCHE ,10MG ,,
VALIUM ROCHE 10MG/2ML SOL INJ,VALIUM ROCHE ,10MG/2ML ,,
VALIUM ROCHE 10MG/ML SOL BUV FL 20ML,VALIUM ROCHE ,10MG/ML 20ML ,,
VALIUM ROCHE 2MG CPR,VALIUM ROCHE ,2MG ,,
VALIUM ROCHE 2MG/5ML SIROP FL NSFP,VALIUM ROCHE ,2MG/5ML ,,
VALIUM ROCHE 5MG CPR,VALIUM ROCHE ,5MG ,,
VALNEURAL SOL BUV AMP NSFP,VALNEURAL ,,,
VALPAKINE 200MG CPR NSFP,VALPAKINE ,200MG ,,
VALPAKINE 200MG/ML SOL BUV NSFP,VALPAKINE ,200MG/ML ,,
VALPAKINE 500MG CPR NSFP,VALPAKINE ,500MG ,,
VALPROATE DE NA 500MG CPR,VALPROATE ,200MG ,,DKT 
VALPROATE DE SODIUM 200MG CPR GASTRO,VALPROATE ,200MG ,,GENEVAR 
VALPROATE DE SODIUM 200MG/ML SOL BUV,VALPROATE ,200MG ,,GGA 
VALPROATE DE SODIUM 400MG/4ML SOLINJ,VALPROATE ,200MG ,,IRX 
VALPROATE DE SODIUM 57.64MG/ML SIROP,VALPROATE ,200MG ,,ZEN 
VALPROATE DE SODIUM LP 1000MG SACHET,VALPROATE ,200MG/ML ,,DKT 
VALPROATE DE SODIUM LP 100MG SACHET,VALPROATE ,200MG/ML ,,GGA 
VALPROATE DE SODIUM LP 250MG SACHET,VALPROATE ,200MG/ML ,,IRX 
VALPROATE DE SODIUM LP 500MG CPR LP,VALPROATE ,200MG/ML 40ML ,,ARW 
VALPROATE DE SODIUM LP 500MG SACHET,VALPROATE ,200MG/ML 40ML ,,ZEN 
VALPROATE DE SODIUM LP 750MG SACHET,VALPROATE ,400MG/4ML ,,AGT 
VALPROATE NA AGT 400MG/4ML SOL INJ,VALPROATE ,500MG ,,ALT 
VALPROATE NA ALT LP 500MG CPR,VALPROATE ,500MG ,,ARW 
VALPROATE NA ARW 200MG/ML BUV 40ML,VALPROATE ,500MG ,,BGA 
VALPROATE NA ARW LP 500MG CPR,VALPROATE ,500MG ,,DKT 
VALPROATE NA BGA LP 500MG CPR,VALPROATE ,500MG ,,EG 
VALPROATE NA DKT 200MG CPR NSFP,VALPROATE ,500MG ,,GENEVAR 
VALPROATE NA DKT 200MG/ML BUV NSFP,VALPROATE ,500MG ,,GGA 
VALPROATE NA DKT 500MG CPR NSFP,VALPROATE ,500MG ,,GNR 
VALPROATE NA EG LP 500MG CPR,VALPROATE ,500MG ,,IRX 
VALPROATE NA GENEVAR 200MG CPR NC,VALPROATE ,500MG ,,MYL 
VALPROATE NA GENEVAR 500MG CPR NC,VALPROATE ,500MG ,,QUA 
VALPROATE NA GGA 200MG CPR NSFP,VALPROATE ,500MG ,,RPG 
VALPROATE NA GGA 200MG/ML BUV NSFP,VALPROATE ,500MG ,,SDZ 
VALPROATE NA GGA 500MG CPR NSFP,VALPROATE ,500MG ,,TVC 
VALPROATE NA GNR LP 500MG CPR NSFP,VALPROATE ,500MG ,,TVS 
VALPROATE NA IRX 200MG CPR NSFP,VALPROATE ,500MG ,,ZEN 
VALPROATE NA IRX 200MG/ML BUV NSFP,VALPROATE ,500MG ,,ZEN 
VALPROATE NA IRX 500MG CPR NSFP,VALPROATE DE ,500MG ,,
VALPROATE NA MYL LP 500MG CPR,VALPROATE DE SODIUM ,1000MG ,,
VALPROATE NA QUA LP 500MG CPR NSFP,VALPROATE DE SODIUM ,100MG ,,
VALPROATE NA R MARIE 200MG CPR NSFP,VALPROATE DE SODIUM ,200MG/ML ,,
VALPROATE NA R MARIE 200MG/ML NSFP,VALPROATE DE SODIUM ,250MG ,,
VALPROATE NA R MARIE 500MG CPR NSFP,VALPROATE DE SODIUM ,500MG ,,
VALPROATE NA RPG LP 500MG CPR,VALPROATE DE SODIUM ,500MG ,,
VALPROATE NA SDZ LP 500MG CPR,VALPROATE DE SODIUM ,57.64MG/ML ,,
VALPROATE NA TVC LP 500MG CPR,VALPROATE DE SODIUM ,750MG ,,
VALPROATE NA TVS LP 500MG CPR,VALPROATE DE SODIUM GASTRO ,200MG ,,
VALPROATE NA ZEN 200MG CPR,VALPROATE DE SODIUM SOLINJ ,400MG/4ML ,,
VALPROATE NA ZEN 200MG/ML BUV 40ML,VALPROATE R MARIE ,200MG ,,
VALPROATE NA ZEN 500MG CPR,VALPROATE R MARIE ,200MG/ML ,,
VALPROATE NA ZEN LP 500MG CPR,VALPROATE R MARIE ,500MG ,,
VALPROMIDE 300MG COMPRIME GASTRO,VALPROMIDE GASTRO ,300MG ,,
VALSARTAN 160 MG COMPRIME,VALSARTAN ,160 MG ,,
VALSARTAN 160MG + HCTZ 12.5MG CPR,VALSARTAN ,160MG ,,ALT 
VALSARTAN 160MG+ HCTZ 25MG CPR,VALSARTAN ,160MG ,,ARG 
VALSARTAN 3MG/ML SOL BUV,VALSARTAN ,160MG ,,ARW 
VALSARTAN 40 MG COMPRIME,VALSARTAN ,160MG ,,BGA 
VALSARTAN 80 MG COMPRIME,VALSARTAN ,160MG ,,CRT 
VALSARTAN 80MG + HCTZ 12.5MG CPR,VALSARTAN ,160MG ,,EG 
VALSARTAN ACT 40MG CPR,VALSARTAN ,160MG ,,EVO 
VALSARTAN AHCL 160MG CPR,VALSARTAN ,160MG ,,ISD 
VALSARTAN AHCL 40MG CPR,VALSARTAN ,160MG ,,KRK 
VALSARTAN AHCL 80MG CPR,VALSARTAN ,160MG ,,MYL 
VALSARTAN ALT 160MG CPR,VALSARTAN ,160MG ,,MYP 
VALSARTAN ALT 80MG CPR,VALSARTAN ,160MG ,,PHR 
VALSARTAN ARG 160MG CPR,VALSARTAN ,160MG ,,RBX 
VALSARTAN ARG 80MG CPR,VALSARTAN ,160MG ,,RTP 
VALSARTAN ARW 160MG CPR NSFP,VALSARTAN ,160MG ,,SDZ 
VALSARTAN ARW 40MG CPR NSFP,VALSARTAN ,160MG ,,TVC 
VALSARTAN ARW 80MG CPR NSFP,VALSARTAN ,160MG ,,ZEN 
VALSARTAN BGA 160MG CPR,VALSARTAN ,160MG ,,ZYF 
VALSARTAN BGA 40MG CPR,VALSARTAN ,3MG/ML ,,
VALSARTAN BGA 80MG CPR,VALSARTAN ,40 MG ,,
VALSARTAN CRT 160MG CPR,VALSARTAN ,40MG ,,ACT 
VALSARTAN CRT 40MG CPR,VALSARTAN ,40MG ,,ARW 
VALSARTAN CRT 80MG CPR,VALSARTAN ,40MG ,,BGA 
VALSARTAN EG 160MG CPR,VALSARTAN ,40MG ,,CRT 
VALSARTAN EG 40MG CPR,VALSARTAN ,40MG ,,EG 
VALSARTAN EG 80MG CPR,VALSARTAN ,40MG ,,EVO 
VALSARTAN EVO 160MG CPR,VALSARTAN ,40MG ,,ISD 
VALSARTAN EVO 40MG CPR,VALSARTAN ,40MG ,,KRK 
VALSARTAN EVO 80MG CPR,VALSARTAN ,40MG ,,MYL 
VALSARTAN ISD 160MG CPR,VALSARTAN ,40MG ,,MYP 
VALSARTAN ISD 40MG CPR,VALSARTAN ,40MG ,,PHR 
VALSARTAN ISD 80MG CPR,VALSARTAN ,40MG ,,RBX 
VALSARTAN KRK 160MG CPR,VALSARTAN ,40MG ,,RTP 
VALSARTAN KRK 40MG CPR,VALSARTAN ,40MG ,,SDZ 
VALSARTAN KRK 80MG CPR,VALSARTAN ,40MG ,,TVC 
VALSARTAN MYL 160MG CPR NSFP,VALSARTAN ,40MG ,,ZEN 
VALSARTAN MYL 40MG CPR NSFP,VALSARTAN ,40MG ,,ZYF 
VALSARTAN MYL 80MG CPR NSFP,VALSARTAN ,80 MG ,,
VALSARTAN MYP 160MG CPR,VALSARTAN ,80MG ,,ALT 
VALSARTAN MYP 40MG CPR,VALSARTAN ,80MG ,,ARG 
VALSARTAN MYP 80MG CPR,VALSARTAN ,80MG ,,ARW 
VALSARTAN PHR 160MG CPR,VALSARTAN ,80MG ,,BGA 
VALSARTAN PHR 40MG CPR,VALSARTAN ,80MG ,,CRT 
VALSARTAN PHR 80MG CPR,VALSARTAN ,80MG ,,EG 
VALSARTAN RBX 160MG CPR,VALSARTAN ,80MG ,,EVO 
VALSARTAN RBX 40MG CPR,VALSARTAN ,80MG ,,ISD 
VALSARTAN RBX 80MG CPR,VALSARTAN ,80MG ,,KRK 
VALSARTAN RTP 160MG CPR,VALSARTAN ,80MG ,,MYL 
VALSARTAN RTP 40MG CPR,VALSARTAN ,80MG ,,MYP 
VALSARTAN RTP 80MG CPR,VALSARTAN ,80MG ,,PHR 
VALSARTAN SDZ 160MG CPR,VALSARTAN ,80MG ,,RBX 
VALSARTAN SDZ 40MG CPR,VALSARTAN ,80MG ,,RTP 
VALSARTAN SDZ 80MG CPR,VALSARTAN ,80MG ,,SDZ 
VALSARTAN TVC 160MG CPR,VALSARTAN ,80MG ,,TVC 
VALSARTAN TVC 40MG CPR,VALSARTAN ,80MG ,,ZEN 
VALSARTAN TVC 80MG CPR,VALSARTAN ,80MG ,,ZYF 
VALSARTAN ZEN 160MG CPR,VALSARTAN + HCTZ ,160MG 12.5MG ,,
VALSARTAN ZEN 40MG CPR,VALSARTAN + HCTZ ,80MG 12.5MG ,,
VALSARTAN ZEN 80MG CPR,VALSARTAN AHCL ,160MG ,,
VALSARTAN ZYF 160MG CPR,VALSARTAN AHCL ,40MG ,,
VALSARTAN ZYF 40MG CPR,VALSARTAN AHCL ,80MG ,,
VALSARTAN ZYF 80MG CPR,VALSARTAN HCTZ ,160MG+ 25MG ,,
VALSARTAN/HCTZ AHCL 160/12.5MG CPR,VALSARTAN/HCTZ ,160/12.5 ,,ARW 
VALSARTAN/HCTZ AHCL 160/25MG CPR,VALSARTAN/HCTZ ,160/12.5MG ,,BGA 
VALSARTAN/HCTZ AHCL 80/12.5MG CPR,VALSARTAN/HCTZ ,160/12.5MG ,,CRT 
VALSARTAN/HCTZ ARL 160/12.5MG CPR,VALSARTAN/HCTZ ,160/12.5MG ,,EG 
VALSARTAN/HCTZ ARL 160/25MG CPR,VALSARTAN/HCTZ ,160/12.5MG ,,EVO 
VALSARTAN/HCTZ ARL 80/12.5MG CPR,VALSARTAN/HCTZ ,160/12.5MG ,,KRK 
VALSARTAN/HCTZ ARW 160/12.5 CPR NSFP,VALSARTAN/HCTZ ,160/12.5MG ,,MYL 
VALSARTAN/HCTZ ARW 160/25MG CPR NSFP,VALSARTAN/HCTZ ,160/12.5MG ,,MYP 
VALSARTAN/HCTZ ARW 80/12.5MG CR NSFP,VALSARTAN/HCTZ ,160/12.5MG ,,PHR 
VALSARTAN/HCTZ BGA 160/12.5MG CPR,VALSARTAN/HCTZ ,160/12.5MG ,,RBX 
VALSARTAN/HCTZ BGA 160/25MG CPR,VALSARTAN/HCTZ ,160/12.5MG ,,RTP 
VALSARTAN/HCTZ BGA 80/12.5MG CPR,VALSARTAN/HCTZ ,160/12.5MG ,,SDZ 
